chatId,authorName,avatar,content,attachments,embeds,date,referenceMessage,referenceMessageDate,referenceMessageAuthor
1482306492878164058,gau.nernst,https://cdn.discordapp.com/avatars/349565795711451146/58a1dd8fa3331fd918e10b828fadec8c.png,Load inline should be fine,,,2026/03/14 02:16,Can we use `torch.utils.load_inline` in this competition? Or only pure Python?,2026-03-14T09:00:57.940000+00:00,guohaozhang
1482363686038278276,alphanord,https://cdn.discordapp.com/avatars/770303574168043591/null.png,"Hello guys, for the matrix multiplication, did you write ur own kernel to get to top 5 or kept  aiter.gemm_a4w4 ?",,,2026/03/14 06:04,,,
1482386608014758019,somethingobscurefordevstuff,https://cdn.discordapp.com/avatars/354591687047381002/3adf423526f15ffa2ff3e1115b669587.png,Happened to me and FYI you can delete your entry via popcorn cli 🙂,,,2026/03/14 07:35,Hey btw I'm in position #2 and idk how. My best submission besides this was in the 70s. Just want to say its not intentional whatever it is.,2026-03-13T01:50:44.405000+00:00,n8_gr8_
1482391291982643433,ooousay,https://cdn.discordapp.com/avatars/348585670329237505/a2bd8ec0273bb549ffa61342bbb2b9d9.png,"Good morning, does my luma account need to be linked to  my discord?",,,2026/03/14 07:53,,,
1482394457004445716,guruprasadmp_41917,https://cdn.discordapp.com/avatars/1160995582916165794/null.png,"Yes, you are welcome!! Please DM me the problem you are facing.",,,2026/03/14 08:06,"Terms and Conditions are described in a very intimidating way, which made me feel compelled to ask about them.😷",2026-03-14T05:46:21.960000+00:00,wang_rongsheng
1482399919619833986,alphanord,https://cdn.discordapp.com/avatars/770303574168043591/null.png,"yes, enable discord developper mode in desktop client or mobile (discord) then click on your profile and copy the id (its a number)",,,2026/03/14 08:28,"Good morning, does my luma account need to be linked to  my discord?",2026-03-14T14:53:45.507000+00:00,ooousay
1482412772191899688,samxuality,https://cdn.discordapp.com/avatars/515025350271565825/2620d0628a162135f0cd38d39e15e117.png,"Hey, I registered with Github at first and after reading discord, have re-registered with my discord username. I just have some submissions up with my github username - should I use the cli to delete all of them and re-submit the best ones with the new auth in popcorn? Don't want to add noise with two redundant sets of submissions, but was thinking maybe popcorn already accounts for this and switches them over.",,,2026/03/14 09:19,,,
1482414993428189205,alphanord,https://cdn.discordapp.com/avatars/770303574168043591/null.png,"i guess (im not of evaluation team) if you do it with discord, then discord username will be prompted, honestly in luma they asked for both id discord and github so changing may not be a problem, so you can continue with discord without deleting but if you want something clear / clean maybe stich to one",,,2026/03/14 09:27,"Hey, I registered with Github at first and after reading discord, have re-registered with my discord username. I just have some submissions up with my github username - should I use the cli to delete all of them and re-submit the best ones with the new auth in popcorn? Don't want to add noise with two redundant sets of submissions, but was thinking maybe popcorn already accounts for this and switches them over.",2026-03-14T16:19:06.788000+00:00,samxuality
1482415188434223327,alphanord,https://cdn.discordapp.com/avatars/770303574168043591/null.png,honestly i use github account cuz i wasnt aware that there is a bot here which allow to check your rakning (cuz it refuse to see my score as it say its not me),,,2026/03/14 09:28,,,
1482417904187216004,devl6,https://cdn.discordapp.com/avatars/825434419031703582/7f386fcdc3669a5043e29baaf26c86f7.png,Please send the problematic kernels @N8 and @Blake so i can run it over classifier,,,2026/03/14 09:39,Happened to me and FYI you can delete your entry via popcorn cli 🙂,2026-03-14T14:35:08.762000+00:00,somethingobscurefordevstuff
1482426177741131830,somethingobscurefordevstuff,https://cdn.discordapp.com/avatars/354591687047381002/3adf423526f15ffa2ff3e1115b669587.png,Please send the problematic kernels @,,,2026/03/14 10:12,,,
1482434261524156446,ooousay,https://cdn.discordapp.com/avatars/348585670329237505/a2bd8ec0273bb549ffa61342bbb2b9d9.png,im talking about this luma:,https://cdn.discordapp.com/attachments/1359640791525490768/1482434260936949800/image.png?ex=69c41efe&is=69c2cd7e&hm=7aa6bc0d12b244bbfb7500e262dabad6952ad004b9ff3b875f85afd22d6e8ada&,,2026/03/14 10:44,"yes, enable discord developper mode in desktop client or mobile (discord) then click on your profile and copy the id (its a number)",2026-03-14T15:28:02.496000+00:00,alphanord
1482448244121403492,alphanord,https://cdn.discordapp.com/avatars/770303574168043591/null.png,"i meant the form you used to register, if you didnt add cancel and reregister the form",,,2026/03/14 11:40,im talking about this luma:,2026-03-14T17:44:30.244000+00:00,ooousay
1482448370810224772,alphanord,https://cdn.discordapp.com/avatars/770303574168043591/null.png,you find it in event (normally) / or calender (maybe),,,2026/03/14 11:40,,,
1482587246967390380,sss022414,https://cdn.discordapp.com/avatars/1414793682401366081/42b1e6e764243d9c5a9d83c32bf874a2.png,"When I signed up for Luma, I mistakenly entered my Discord username instead of my user ID. I didn’t realize this until I tried to authenticate using the Popcorn CLI. What should I do now to get back on track?",,,2026/03/14 20:52,,,
1482590081532301413,sss022414,https://cdn.discordapp.com/avatars/1414793682401366081/42b1e6e764243d9c5a9d83c32bf874a2.png,I can't fill out the form again.,,,2026/03/14 21:03,you find it in event (normally) / or calender (maybe),2026-03-14T18:40:34.160000+00:00,alphanord
1482598135661330443,alphanord,https://cdn.discordapp.com/avatars/770303574168043591/null.png,"Its valide using github id but anyways if i want discord go here https://luma.com/cqq4mojz normally u registered there, it would ask you to cancel do it then re register in the Link",,,2026/03/14 21:35,"When I signed up for Luma, I mistakenly entered my Discord username instead of my user ID. I didn’t realize this until I tried to authenticate using the Popcorn CLI. What should I do now to get back on track?",2026-03-15T03:52:24.816000+00:00,sss022414
1482598179613704303,alphanord,https://cdn.discordapp.com/avatars/770303574168043591/null.png,Sorry what u mean by cant,,,2026/03/14 21:35,I can't fill out the form again.,2026-03-15T04:03:40.629000+00:00,sss022414
1482612512414371921,sss022414,https://cdn.discordapp.com/avatars/1414793682401366081/42b1e6e764243d9c5a9d83c32bf874a2.png,"When I click on the event page, there’s no option to re-register, no option to fill out the registration form again, and no option to re-enter my Discord ID.",,,2026/03/14 22:32,Sorry what u mean by cant,2026-03-15T04:35:51.362000+00:00,alphanord
1482612711341822072,sss022414,https://cdn.discordapp.com/avatars/1414793682401366081/42b1e6e764243d9c5a9d83c32bf874a2.png,Should I cancel my registration and sign up again?,https://cdn.discordapp.com/attachments/1359640791525490768/1482612711035502744/image.png?ex=69c41c6f&is=69c2caef&hm=553191d8907aded707b591a38069e658f75aa34be16da8c25c54beefe4f928ec&,,2026/03/14 22:33,,,
1482612799065690172,alphanord,https://cdn.discordapp.com/avatars/770303574168043591/null.png,Yes cancel to redo,,,2026/03/14 22:33,Should I cancel my registration and sign up again?,2026-03-15T05:33:35.996000+00:00,sss022414
1482651175990984726,guohaozhang,https://cdn.discordapp.com/avatars/428823458747777034/1df851e85d237ec6bafbb114b6eef76b.png,"What's the meaning of *""Your code contains work on another stream.""* Can anyone help? I am just iterating the same kernel as usual.🥲",,,2026/03/15 01:06,,,
1482652163879735306,divc13,https://cdn.discordapp.com/avatars/1479806814731239445/null.png,"Remove the word ""stream"" from your code.",,,2026/03/15 01:10,"What's the meaning of *""Your code contains work on another stream.""* Can anyone help? I am just iterating the same kernel as usual.🥲",2026-03-15T08:06:26.683000+00:00,guohaozhang
1482652585755283499,guohaozhang,https://cdn.discordapp.com/avatars/428823458747777034/1df851e85d237ec6bafbb114b6eef76b.png,Thank you! It works,,,2026/03/15 01:12,"Remove the word ""stream"" from your code.",2026-03-15T08:10:22.214000+00:00,divc13
1482722473467183205,gnsight,https://cdn.discordapp.com/avatars/885754696827031603/f37d38524627a565c7e1ddd20cc74e19.png,"Hi! My MoE kernel passes in both test and benchmark modes, but in leaderboard mode, around 1% of values on one test case show a mismatch. Is leaderboard mode expected to have stricter precision requirements? Would it be possible to make the precision thresholds consistent across all modes? Thanks!",,,2026/03/15 05:49,,,
1482723074724991158,gau.nernst,https://cdn.discordapp.com/avatars/349565795711451146/58a1dd8fa3331fd918e10b828fadec8c.png,"probably due to difference RNG seed. iirc, the tolerance is the same",,,2026/03/15 05:52,"Hi! My MoE kernel passes in both test and benchmark modes, but in leaderboard mode, around 1% of values on one test case show a mismatch. Is leaderboard mode expected to have stricter precision requirements? Would it be possible to make the precision thresholds consistent across all modes? Thanks!",2026-03-15T12:49:45.326000+00:00,gnsight
1482723319496048752,gnsight,https://cdn.discordapp.com/avatars/885754696827031603/f37d38524627a565c7e1ddd20cc74e19.png,Thanks for the quick clarification:),,,2026/03/15 05:53,"probably due to difference RNG seed. iirc, the tolerance is the same",2026-03-15T12:52:08.677000+00:00,gau.nernst
1482746085473521684,asalykov,https://cdn.discordapp.com/avatars/1257792969281638510/null.png,"Some comments on the compiler intrinsics/builtins and where to find docs/examples:

1. In most cases builtin translates into intrinsic. In most cases translation is 1:1. But not always. Many intrinsics directly or nearly directrly map to the ISA manual / shader programming guide insts
2. LLVM user guide https://llvm.org/docs/AMDGPUUsage.html
3. ISA https://www.amd.com/content/dam/amd/en/documents/instinct-tech-docs/instruction-set-architectures/amd-instinct-cdna4-instruction-set-architecture.pdf
4. Builtins: https://github.com/llvm/llvm-project/blob/main/clang/include/clang/Basic/BuiltinsAMDGPU.td
5. Intrinsics descriptions https://github.com/llvm/llvm-project/blob/main/llvm/include/llvm/IR/IntrinsicsAMDGPU.td
6. Code examples: https://github.com/carlushuang/gcnasm/tree/master
7. https://github.com/llvm/llvm-project/tree/main/llvm/test/CodeGen/AMDGPU
8. https://github.com/llvm/llvm-project/tree/main/clang/test/CodeGenOpenCL and https://github.com/llvm/llvm-project/tree/main/clang/test/SemaOpenCL
9. grep llvm repo
10. experiments",,,2026/03/15 07:23,is there a way to find out the compiler intrinsic of an instruction in [CNDA4 ISA doc](https://www.amd.com/content/dam/amd/en/documents/instinct-tech-docs/instruction-set-architectures/amd-instinct-cdna4-instruction-set-architecture.pdf) ?,2026-03-10T05:42:40.020000+00:00,gau.nernst
1482759782967545866,guohaozhang,https://cdn.discordapp.com/avatars/428823458747777034/1df851e85d237ec6bafbb114b6eef76b.png,That is a real hardcore competition🥲,,,2026/03/15 08:18,,,
1482760384443187261,ritwikdas2602,https://cdn.discordapp.com/avatars/807350839025860649/null.png,"Can someone explain how the score is calculated?

For the `amd-mixed-mla` problem, I have all the benchmark measurements under 20us, however when I look at my submissions, the score is > 6000us and in the rankings page it shows 1661us. It is confusing, is there some documentation about how to interpret the different numbers?",,,2026/03/15 08:20,,,
1482761528875683992,samxuality,https://cdn.discordapp.com/avatars/515025350271565825/2620d0628a162135f0cd38d39e15e117.png,@Sinatras Could I send you a kernel I have for mixed-mla? I'm worried it's classified as illegitimate,,,2026/03/15 08:24,,,
1482763824758132842,samxuality,https://cdn.discordapp.com/avatars/515025350271565825/2620d0628a162135f0cd38d39e15e117.png,What are your scores across the various batch sizes? Might be incredibly slow for a few particular configs in the test set,,,2026/03/15 08:34,"Can someone explain how the score is calculated?

For the `amd-mixed-mla` problem, I have all the benchmark measurements under 20us, however when I look at my submissions, the score is > 6000us and in the rankings page it shows 1661us. It is confusing, is there some documentation about how to interpret the different numbers?",2026-03-15T15:20:24.007000+00:00,ritwikdas2602
1482764856120705054,ritwikdas2602,https://cdn.discordapp.com/avatars/807350839025860649/null.png,"All the batches are under 20us, Are we running other batches than what is present in the benchmarks?",https://cdn.discordapp.com/attachments/1359640791525490768/1482764855793553529/combined_3.png?ex=69c40162&is=69c2afe2&hm=3406ef2d06c1f1332836449357e890ade62b0fb2de452186d9c53eeb649b6c49&,,2026/03/15 08:38,What are your scores across the various batch sizes? Might be incredibly slow for a few particular configs in the test set,2026-03-15T15:34:04.242000+00:00,samxuality
1482768301959675904,divc13,https://cdn.discordapp.com/avatars/1479806814731239445/null.png,"these are ms, not us 😢",,,2026/03/15 08:51,"All the batches are under 20us, Are we running other batches than what is present in the benchmarks?",2026-03-15T15:38:10.138000+00:00,ritwikdas2602
1482769021165240440,ritwikdas2602,https://cdn.discordapp.com/avatars/807350839025860649/null.png,"I have been blind this whole time. Never mind, thanks for pointing out. The numbers remained single digit and the units changed 😄",,,2026/03/15 08:54,"these are ms, not us 😢",2026-03-15T15:51:51.690000+00:00,divc13
1482782007535862082,divij1532,https://cdn.discordapp.com/avatars/941282497117978645/4d311aecb1d5b9975a51db4554528b9e.png,how to see leaderboard position guys ?,,,2026/03/15 09:46,,,
1482790917923536966,ritwikdas2602,https://cdn.discordapp.com/avatars/807350839025860649/null.png,https://www.gpumode.com/leaderboard/765?tab=rankings,,,2026/03/15 10:21,how to see leaderboard position guys ?,2026-03-15T16:46:19.354000+00:00,divij1532
1482791857812537365,devl6,https://cdn.discordapp.com/avatars/825434419031703582/7f386fcdc3669a5043e29baaf26c86f7.png,Sure you can send me via pm,,,2026/03/15 10:25,@Sinatras Could I send you a kernel I have for mixed-mla? I'm worried it's classified as illegitimate,2026-03-15T15:24:56.861000+00:00,samxuality
1482896535694868720,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,https://www.gpumode.com/live?ids=765%2C764%2C763,,"Title: GPU MODE
Description: Learn GPU programming with lectures, hackathons, and working groups.",2026/03/15 17:21,,,
1482897301042233446,somethingobscurefordevstuff,https://cdn.discordapp.com/avatars/354591687047381002/3adf423526f15ffa2ff3e1115b669587.png,This is so much better than switching between each competition's page 🥲,,,2026/03/15 17:24,,,
1482898259042242602,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,we had this idea at the recent helion hackathon but seems generally useful,,,2026/03/15 17:28,,,
1482898506250190950,nick_nuon,https://cdn.discordapp.com/avatars/1335076356324855838/null.png,Now that its side by sideI notice that MoE have much less submissions than the other two 🤨,,,2026/03/15 17:29,,,
1482902534593970340,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,"the runtimes are significantly longer so that's expected, faster turnaround means more submissions, means more competitive results",,,2026/03/15 17:45,,,
1482919698143383553,danielhuang_12953,https://cdn.discordapp.com/avatars/1354693822055055441/7ce6623822e6444ea5118e637d85935d.png,@Mark Saroufim Hello Mark Could we pin this msg?,,,2026/03/15 18:53,"Some comments on the compiler intrinsics/builtins and where to find docs/examples:

1. In most cases builtin translates into intrinsic. In most cases translation is 1:1. But not always. Many intrinsics directly or nearly directrly map to the ISA manual / shader programming guide insts
2. LLVM user guide https://llvm.org/docs/AMDGPUUsage.html
3. ISA https://www.amd.com/content/dam/amd/en/documents/instinct-tech-docs/instruction-set-architectures/amd-instinct-cdna4-instruction-set-architecture.pdf
4. Builtins: https://github.com/llvm/llvm-project/blob/main/clang/include/clang/Basic/BuiltinsAMDGPU.td
5. Intrinsics descriptions https://github.com/llvm/llvm-project/blob/main/llvm/include/llvm/IR/IntrinsicsAMDGPU.td
6. Code examples: https://github.com/carlushuang/gcnasm/tree/master
7. https://github.com/llvm/llvm-project/tree/main/llvm/test/CodeGen/AMDGPU
8. https://github.com/llvm/llvm-project/tree/main/clang/test/CodeGenOpenCL and https://github.com/llvm/llvm-project/tree/main/clang/test/SemaOpenCL
9. grep llvm repo
10. experiments",2026-03-15T14:23:34.867000+00:00,asalykov
1482927229997420644,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,,,,2026/03/15 19:23,,,
1482927442598297801,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,Done @asalykov come give a talk too if you like! A crash course would be invaluable before phase 1 concludes. Feel free to prerecord as well in case GTC causes scheduling issues and I’ll post it everywhere for you p,,,2026/03/15 19:24,@Mark Saroufim Hello Mark Could we pin this msg?,2026-03-16T01:53:27.353000+00:00,danielhuang_12953
1482951394054115409,nobitut7251,https://cdn.discordapp.com/avatars/834444126342086696/null.png,hi where do I get what installed on the benmark/leaderboard runner cluster ?,,,2026/03/15 20:59,,,
1482974523392393216,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,https://github.com/gpu-mode/kernelbot/blob/main/docker/amd-docker.Dockerfile,,"Title: kernelbot/docker/amd-docker.Dockerfile at main · gpu-mode/kernelbot
Description: Write a fast kernel and see how you compare against the best humans and AI on gpumode.com - gpu-mode/kernelbot",2026/03/15 22:31,hi where do I get what installed on the benmark/leaderboard runner cluster ?,2026-03-16T03:59:24.247000+00:00,nobitut7251
1482981842549473291,mumu.0567,https://cdn.discordapp.com/avatars/1481582473484959819/null.png,/get-api-url,,,2026/03/15 23:00,,,
1482982473989361846,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,you dont need to do this anymore - just do popcorn register github and you should be good to go,,,2026/03/15 23:02,/get-api-url,2026-03-16T06:00:23.734000+00:00,mumu.0567
1482983170990276700,mumu.0567,https://cdn.discordapp.com/avatars/1481582473484959819/null.png,/get-api-url,,,2026/03/15 23:05,,,
1483020382037475338,s1r_o,https://cdn.discordapp.com/avatars/489144435032981515/7d6910fe0d4c25d80eb92ae36da90163.png,become ungovernable,,,2026/03/16 01:33,,,
1483091844056219710,frostmnh,https://cdn.discordapp.com/avatars/441567775182553092/de6f787d36eb0063dc49bc7620513605.png,"Subject: Seeking clarity on mxfp4-mm task boundaries

Hi everyone! I'm a newcomer using AI to help bridge the gap between my current logic and the ROCm/Triton implementation.

I first heard about this competition on r/LocalLLaMA and decided to give it a shot. I'm not sure if I’ll succeed, but I figured if I don’t try, I'll never know. I've done some preliminary searching and noticed discussions about ""defense_kernel_hack"" and warnings against cheating. To stay within the ""fair play"" zone, I'd like to clarify the intended boundaries for the mxfp4-mm task:

Core Objective: Is the goal purely to minimize the latency of the GEMM execution, or is it a ""full pipeline"" challenge including quantization and shuffling?

Legality of B_shuffle: The provided data tuple includes B_shuffle. Is it within the spirit of the task to use this pre-processed data directly? I noticed a significant jump (~18µs vs ~34µs) when I handle the weight transformation manually.

Scope of Customization: Are we allowed to replace the aiter defaults with our own custom Triton kernels or even inline ASM?

Level of Customization: Are we allowed to use things like CUDA/HIP graphs or auxiliary C++ functions to bypass Python overhead?

I want to make sure I'm focusing my optimization efforts on the intended hardware bottlenecks without accidentally ""reward hacking."" Thanks for any guidance!
---
I'm currently developing on an Arch Linux machine with an E3 1230v2, 24G DDR3 RAM, and a Vega 64 (gfx900). Since my local hardware doesn't natively support some of the newer FP4 kernels, I'm relying heavily on the Popcorn CLI / MI355X remote environment to validate my work.",,,2026/03/16 06:17,,,
1483128113847337012,alphanord,https://cdn.discordapp.com/avatars/770303574168043591/null.png,"From what i understood anything is permissible as long the code compute truly matrix multiplication and did not calculated in advance or cheated like the blog u saw. So hip, c++, as long u achieve to run it the popcorn cli good work",,,2026/03/16 08:41,"Subject: Seeking clarity on mxfp4-mm task boundaries

Hi everyone! I'm a newcomer using AI to help bridge the gap between my current logic and the ROCm/Triton implementation.

I first heard about this competition on r/LocalLLaMA and decided to give it a shot. I'm not sure if I’ll succeed, but I figured if I don’t try, I'll never know. I've done some preliminary searching and noticed discussions about ""defense_kernel_hack"" and warnings against cheating. To stay within the ""fair play"" zone, I'd like to clarify the intended boundaries for the mxfp4-mm task:

Core Objective: Is the goal purely to minimize the latency of the GEMM execution, or is it a ""full pipeline"" challenge including quantization and shuffling?

Legality of B_shuffle: The provided data tuple includes B_shuffle. Is it within the spirit of the task to use this pre-processed data directly? I noticed a significant jump (~18µs vs ~34µs) when I handle the weight transformation manually.

Scope of Customization: Are we allowed to replace the aiter defaults with our own custom Triton kernels or even inline ASM?

Level of Customization: Are we allowed to use things like CUDA/HIP graphs or auxiliary C++ functions to bypass Python overhead?

I want to make sure I'm focusing my optimization efforts on the intended hardware bottlenecks without accidentally ""reward hacking."" Thanks for any guidance!
---
I'm currently developing on an Arch Linux machine with an E3 1230v2, 24G DDR3 RAM, and a Vega 64 (gfx900). Since my local hardware doesn't natively support some of the newer FP4 kernels, I'm relying heavily on the Popcorn CLI / MI355X remote environment to validate my work.",2026-03-16T13:17:30.137000+00:00,frostmnh
1483130271720145069,frostmnh,https://cdn.discordapp.com/avatars/441567775182553092/de6f787d36eb0063dc49bc7620513605.png,"Can I directly use C language to implement ISA and then Operator Fusion to precisely read a specific memory segment? This would allow me to perform tasks while loading, effectively reducing memory usage by 0.00001 µs XDD

I will never calculate in advance or cheat! I will only optimize the code so that we can see how far I can go. :D",,,2026/03/16 08:50,"From what i understood anything is permissible as long the code compute truly matrix multiplication and did not calculated in advance or cheated like the blog u saw. So hip, c++, as long u achieve to run it the popcorn cli good work",2026-03-16T15:41:37.529000+00:00,alphanord
1483133822814916659,alphanord,https://cdn.discordapp.com/avatars/770303574168043591/null.png,Im not a moderator but from my understanding you can,,,2026/03/16 09:04,"Can I directly use C language to implement ISA and then Operator Fusion to precisely read a specific memory segment? This would allow me to perform tasks while loading, effectively reducing memory usage by 0.00001 µs XDD

I will never calculate in advance or cheat! I will only optimize the code so that we can see how far I can go. :D",2026-03-16T15:50:12.006000+00:00,frostmnh
1483146023705772213,vyomakesh,https://cdn.discordapp.com/avatars/573560935487111169/2433a518aef69a845e178597f6edca86.png,"yoo, is this opensource? jus got a massive drop wanna checkout ourselves that we legit! could also include it in the pipeline",,,2026/03/16 09:52,"```verdict: clean
confidence: 0.93
exploit_family: NONE```",2026-03-14T01:24:02.197000+00:00,devl6
1483146224361013421,devl6,https://cdn.discordapp.com/avatars/825434419031703582/7f386fcdc3669a5043e29baaf26c86f7.png,not opensource yet you can still send me the kernel for re-run,,,2026/03/16 09:53,"yoo, is this opensource? jus got a massive drop wanna checkout ourselves that we legit! could also include it in the pipeline",2026-03-16T16:52:47.572000+00:00,vyomakesh
1483146475927244930,vyomakesh,https://cdn.discordapp.com/avatars/573560935487111169/2433a518aef69a845e178597f6edca86.png,awesome will dm!,,,2026/03/16 09:54,not opensource yet you can still send me the kernel for re-run,2026-03-16T16:53:35.412000+00:00,devl6
1483152539502252082,vyomakesh,https://cdn.discordapp.com/avatars/573560935487111169/2433a518aef69a845e178597f6edca86.png,sent you dm 🙏,,,2026/03/16 10:18,not opensource yet you can still send me the kernel for re-run,2026-03-16T16:53:35.412000+00:00,devl6
1483152635203813578,hargup,https://cdn.discordapp.com/avatars/817320374064250912/00508eb0c31f4b9df639be05fb22a0f2.png,You can try this one https://discord.com/channels/1189498204333543425/1359640791525490768/1482238345416413365,,,2026/03/16 10:19,"yoo, is this opensource? jus got a massive drop wanna checkout ourselves that we legit! could also include it in the pipeline",2026-03-16T16:52:47.572000+00:00,vyomakesh
1483154163868106785,vyomakesh,https://cdn.discordapp.com/avatars/573560935487111169/2433a518aef69a845e178597f6edca86.png,oh yesss forgot about this super thanks,,,2026/03/16 10:25,You can try this one https://discord.com/channels/1189498204333543425/1359640791525490768/1482238345416413365,2026-03-16T17:19:03.876000+00:00,hargup
1483154544698589266,vyomakesh,https://cdn.discordapp.com/avatars/573560935487111169/2433a518aef69a845e178597f6edca86.png,but it doesn't go deeper into caches? or multi-streams yet?,,,2026/03/16 10:26,You can try this one https://discord.com/channels/1189498204333543425/1359640791525490768/1482238345416413365,2026-03-16T17:19:03.876000+00:00,hargup
1483154848466866177,hargup,https://cdn.discordapp.com/avatars/817320374064250912/00508eb0c31f4b9df639be05fb22a0f2.png,"It has stuff about cache, but you can take. this as a base prompt and ask your agent to add more stuff",,,2026/03/16 10:27,,,
1483154896818667702,vyomakesh,https://cdn.discordapp.com/avatars/573560935487111169/2433a518aef69a845e178597f6edca86.png,cool,,,2026/03/16 10:28,,,
1483159984165617694,devl6,https://cdn.discordapp.com/avatars/825434419031703582/7f386fcdc3669a5043e29baaf26c86f7.png,"```
verdict: clean
confidence: 0.77
exploit_family: NONE```",,,2026/03/16 10:48,"yoo, is this opensource? jus got a massive drop wanna checkout ourselves that we legit! could also include it in the pipeline",2026-03-16T16:52:47.572000+00:00,vyomakesh
1483160105620082819,devl6,https://cdn.discordapp.com/avatars/825434419031703582/7f386fcdc3669a5043e29baaf26c86f7.png,Only hits are from fallbacks and reference code similarity,,,2026/03/16 10:48,,,
1483160705623523471,vyomakesh,https://cdn.discordapp.com/avatars/573560935487111169/2433a518aef69a845e178597f6edca86.png,perfect,,,2026/03/16 10:51,"```
verdict: clean
confidence: 0.77
exploit_family: NONE```",2026-03-16T17:48:16.005000+00:00,devl6
1483160811773104352,vyomakesh,https://cdn.discordapp.com/avatars/573560935487111169/2433a518aef69a845e178597f6edca86.png,got it,,,2026/03/16 10:51,Only hits are from fallbacks and reference code similarity,2026-03-16T17:48:44.962000+00:00,devl6
